Symbol,Last Known Close,Sentiment Score,Estimated Close,Stock Direction,Confidence
CBRE,83.4299,11.0,119.6729589558056,↑,0.004863122415865062
CDW,165.11,13.0,253.80952704341462,↑,0.002512308673040264
CE,140.49,12.0,147.9776290860973,↑,0.0193666333402201
CNC,83.15,14.0,84.90698198447444,↑,0.012642073045991787
CNP,31.43,11.0,31.645813160101852,↑,0.1038940613540787
CERN,93.62,10.0,93.6161985701765,↓,0.8641223217264428
CF,95.1,10.0,106.54441871902418,↑,0.020025352572976194
CRL,234.86,10.0,576.9027688766378,↑,0.0014713298139710151
SCHW,69.2939,8.0,103.53047593671226,↑,0.002429439437112946
CHTR,490.33,7.0,660.2017061785891,↑,0.0027464957110672184
CVX,157.425,8.0,168.353949583533,↑,0.026321501254021468
CMG,1452.3492,6.0,1482.5040202140808,↑,0.00881747296093334
CB,206.0105,9.0,206.45396187417646,↑,0.02303727381081221
CHD,102.925,8.0,102.76612310458586,↓,0.8936508378247519
CI,255.355,15.0,254.100557973994,↓,0.3128257329772725
CINF,134.7,16.0,134.88605761979852,↑,0.04729785124160256
CTAS,403.98,11.0,399.00530236898703,↓,0.03679666740676439
CSCO,51.37,9.0,58.83648546306233,↑,0.01126520361583172
C,50.765,0.0,49.4992529294268,↓,0.017205062866801995
CFG,40.46,7.0,47.778045647980434,↑,0.009824435109801357
CTXS,101.03,13.0,100.73321653212042,↓,0.21361749137556654
CLX,146.96,6.0,146.55349491057336,↓,0.3587612210643088
CME,216.0,14.0,470.61821178583386,↑,0.0004343781695118662
CMS,70.67,13.0,70.58735585804061,↓,0.13531523746586321
KO,65.51,9.0,65.49166231214394,↓,0.8164791884922205
CTSH,82.9,10.0,90.44241546273406,↑,0.004855656043722041
CL,80.745,10.0,80.48541843433213,↓,1.0
CMCSA,45.21,0.0,44.30411127652542,↓,0.012693007793695218
CMA,82.64,1.0,78.47547116851979,↓,0.021944537930125886
CAG,35.725,3.0,35.54497682246256,↓,0.5364062693424995
COP,92.0584,4.0,96.07792399738719,↑,0.013264121878938941
ED,95.35,9.0,96.12764794434224,↑,0.09863449124083226
STZ,248.02,10.0,246.43019815123444,↓,0.45392650704431586
CPRT,115.24,11.0,122.94702660363191,↑,0.021276293373153177
GLW,35.9,10.0,36.254943297306,↑,0.01050146062591212
CTVA,56.76,11.0,60.95673219144737,↑,0.02243841177252425
COST,558.97,13.0,576.9630059481133,↑,0.01910900921579566
CTRA,28.81,12.0,28.515101244664038,↓,0.4175058803477926
CCI,190.16,16.0,190.1347421116625,↓,0.09056751335901861
CSX,34.38,11.0,34.598958982480326,↑,0.029746771321645327
CMI,192.48,5.0,191.96774293060662,↓,0.02286938742783706
CVS,102.35,9.0,102.11753985168934,↓,0.07315054489640875
DHI,73.98,12.0,84.80642339319638,↑,0.02187356528110706
DHR,252.06,14.0,524.2309088229649,↑,0.0011154354904370982
DRI,132.31,4.0,131.4613701537478,↓,0.3867990291168691
DVA,110.95,3.0,171.62317689247539,↑,0.0007771388987069051
DE,383.64,5.0,579.4436372511973,↑,0.001991380449081753
DAL,42.36,6.0,42.06093641945836,↓,0.7892591059377979
XRAY,41.13,-2.0,39.2974368729391,↓,0.02714671226534659
DVN,56.7762,13.0,60.912538295240665,↑,0.015676991281607468
DXCM,426.955,14.0,515.5864579677582,↑,0.0025202671777225087
FANG,126.57,15.0,133.03702363952107,↑,0.006386379915419652
DLR,150.56,11.0,150.6177083171624,↑,0.2939120838494486
DFS,110.68,2.0,109.08812466640802,↓,0.10911654118310288
DISH,31.23,15.0,30.827272466549175,↓,0.04302563848296313
DG,246.14,11.0,244.2398803667893,↓,0.5178737223835348
DLTR,169.02,7.0,167.51068690506327,↓,0.7099137861875373
D,83.82,10.0,87.69210955333438,↑,0.010829394292552775
DPZ,371.64,-1.0,369.51717862300575,↓,0.011435553753301776
DOV,141.08,14.0,240.4615696229339,↑,0.0024142519475805254
DOW,67.7801,14.0,67.5199993455617,↓,0.23651777100554194
DTE,135.11,9.0,135.05604683561887,↓,0.19831013261653926
DUK,114.77,8.0,114.25002798778041,↓,0.9344723915836107
DRE,58.94,15.0,58.657535460888084,↓,0.22414981698218064
DD,66.741,9.0,83.17680974718678,↑,0.005771424770908012
DXC,29.61,11.0,36.04676998869087,↑,0.007653082918290424
EMN,104.51,10.0,133.6625786256327,↑,0.003849437419331049
ETN,145.08,9.0,144.9440336357402,↓,0.2121289333757215
EBAY,53.87,2.0,53.93138462798868,↑,0.06916705806443033
